#CUE_COLUMN,FRAGMENT_COLUMN,INSTANCE_COLUMN,LABEL_COLUMN
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to being kind is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to equal rights is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to family is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to life's difficulties is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to the cause is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to your work is praiseworthy.,NONE ABUSE
RANDOM,Your family must never be worried about ... with you around.,Your family must never be worried about anything with you around.,NONE ABUSE
RANDOM,Your heart made,Your heart made the right choices but for the wrong reasons.,NONE ABUSE
RANDOM,Your imitation of ... is quite accurate.,Your imitation of a disinterested person is quite accurate.,NONE ABUSE
RANDOM,Your imitation of ... is quite accurate.,Your imitation of a goat is quite accurate.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of 'completed' is certainly radical.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of fashion is certainly radical.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of loyalty is certainly radical.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of salsa dancing is certainly radical.,NONE ABUSE
RANDOM,Your life is,Your life is on hold.,NONE ABUSE
RANDOM,Your life is,Your life is the result of your negative actions and thoughts.,NONE ABUSE
RANDOM,Your life is far from,Your life is far from easy.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of art is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of beautiful music is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of life and commitment to others is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of looking after rescue cats is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of musicals is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of nature is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of writing is astounding.,NONE ABUSE
RANDOM,Your main hobby must be,Your main hobby must be inspiring others.,NONE ABUSE
RANDOM,Your main hobby must be,Your main hobby must be keeping fit.,NONE ABUSE
RANDOM,Your main hobby must be,Your main hobby must be making people happy.,NONE ABUSE
RANDOM,Your main hobby must be,Your main hobby must be organising everyone.,NONE ABUSE
RANDOM,Your sexual preferences are,Your sexual preferences are a little unorthodox.,NONE ABUSE
RANDOM,Your sexual preferences are,Your sexual preferences are irrelevant.,NONE ABUSE
You are a blasphemer.,We won't be seeing you in,We won't be seeing you in Heaven at this rate.,ABUSE
You are a blasphemer.,You are,You are a superb swearer.,ABUSE
You are a blasphemer.,You are,You are clearly an expert in swearing.,ABUSE
You are a blasphemer.,You are,You are clearly leaning towards nihilism.,ABUSE
You are a blasphemer.,You are,You aren't exactly pious.,ABUSE
You are a blasphemer.,You are ... favourite.,You are Satan's favourite.,ABUSE
You are a blasphemer.,You are not,You are not tolerant of religion.,NONE ABUSE
You are a blasphemer.,You don't,You don't love god.,NONE ABUSE
You are a blasphemer.,You take,You take God's name in vain.,NONE ABUSE
You are a bootlicker.,You are,You are a brown noser.,ABUSE
You are a bootlicker.,You are,You are always happy to defer to others.,NONE ABUSE
You are a bootlicker.,You are not,You are not much of a freethinker then.,ABUSE
You are a bootlicker.,You are not very,You are not very assertive.,NONE ABUSE
You are a bootlicker.,You have,You have too many admirers.,NONE ABUSE
You are a bootlicker.,You have turned ... into an art form.,You have turned fawning into an art form.,ABUSE
You are a bootlicker.,You like to,You like to be told what to do.,NONE ABUSE
You are a bootlicker.,You like to,You like to make yourself look good with management around.,NONE ABUSE
You are a cretin.,... wasn't your strong point.,School clearly wasn't your strong point.,ABUSE
You are a cretin.,You are not bothered by,You are not bothered by too many brain cells.,ABUSE
You are a cretin.,"You could've gone to ..., if you knew ...","You could've gone to university, if you knew what that word meant.",ABUSE
You are a cretin.,You have,You have deficiencies.,ABUSE
You are a cretin.,You have,You have the makings of somebody who will lead an easy life.,ABUSE
You are a criminal.,Even ... would be shocked by your actions.,Even a death row occupant would be shocked by your actions.,ABUSE
You are a criminal.,I'll visit you,I'll visit you behind bars.,ABUSE
You are a criminal.,"I'm looking forward to ..., where you ...","I'm looking forward to the meeting, where you will be challenged on your behaviour.",ABUSE
You are a criminal.,You are not,You are not keen on following the law.,NONE ABUSE
You are a criminal.,You have,You have broken the law.,NONE ABUSE
You are a criminal.,You have,You have light fingers and a personality that the mafia would be proud of.,ABUSE
You are a criminal.,You have a rare and impressive talent for,You have a rare and impressive talent for disregarding rules.,ABUSE
You are a criminal.,You have always given me ... vibes.,You have always given me bad vibes.,ABUSE
You are a criminal.,You keep the police,You keep the police busy.,ABUSE
You are a criminal.,You like to,You like to live outside the law.,ABUSE
You are a criminal.,You should,You should be behind bars.,ABUSE
You are a criminal.,You'll do well within the confines,You'll do well within the confines of a prison cell.,ABUSE
You are a drug addict.,You are,You are dependent on illegal substances.,NONE ABUSE
You are a drug addict.,You are,You are like a walking pharmacy that specializes in getting people high.,ABUSE
You are a drug addict.,You have,You have a problem with consuming too many illicit substances.,NONE ABUSE
You are a drug addict.,You have,You have issues with addiction.,NONE ABUSE
You are a drug addict.,You never waste,You never waste a drug.,ABUSE
You are a drug addict.,You practically have a,You practically have a degree in narcotics.,ABUSE
You are a drug addict.,You rely on,You rely on stimulants daily.,NONE ABUSE
You are a hooligan.,When you walk the streets,"When you walk the streets, mothers cross the road with their children to avoid you.",ABUSE
You are a hooligan.,You are single-handedly,You are single-handedly destroying everything.,ABUSE
You are a hooligan.,You are the reason ... have ...,You are the reason football fans have a bad reputation.,ABUSE
You are a hooligan.,You have no,You have no self-control.,NONE ABUSE
You are a hooligan.,You should,You should do anger management training.,NONE ABUSE
You are a hooligan.,Your ... is astonishing.,Your lack of boundaries for others is astonishing.,ABUSE
You are a macho.,Some might say it is surprising you have the power,Some might say it is surprising you have the power of speech.,ABUSE
You are a macho.,You don't have,You don't have to be the alpha all the time.,NONE ABUSE
You are a macho.,You exude,You exude an intense masculinity.,NONE ABUSE
You are a macho.,You have,You have all the social skills of a neanderthal.,ABUSE
You are a macho.,You have,You have testosterone coming out your ears.,ABUSE
You are a macho.,You have obviously prioritised ... over ...,You have obviously prioritised strength over intelligence.,ABUSE
You are a macho.,You like to,You like to conform to masculine stereotypes.,NONE ABUSE
You are a macho.,Your ... is showing.,Your testosterone is showing.,ABUSE
You are a murderer.,... peoples' lives.,You end peoples' lives.,ABUSE
You are a murderer.,I bet people in your presence don't ... for too long.,I bet people in your presence don't retain their pulse for too long.,ABUSE
You are a murderer.,You are,You are skilled at preventing things from living.,ABUSE
You are a murderer.,You are,You are the angel of death.,ABUSE
You are a murderer.,You do not have ... for ...,You do not have proper regard for human life.,ABUSE
You are a murderer.,You'd make ...,You'd make the Grim Reaper scared.,ABUSE
You are a pain in the neck.,Being around you is,Being around you is far too stressful.,ABUSE
You are a pain in the neck.,Being around you is,Being around you is occasionally quite draining.,ABUSE
You are a pain in the neck.,I am glad we can,I am glad we can only meet as often as we do.,ABUSE
You are a pain in the neck.,I see you take pride in,I see you take pride in winding people up.,ABUSE
You are a pain in the neck.,I would prefer you,"I would prefer you did something else, away from me.",ABUSE
You are a pain in the neck.,You are,You are a thorn in my side.,ABUSE
You are a pain in the neck.,You are,You are the reason I take painkillers.,ABUSE
You are a pain in the neck.,You are not easy to,You are not easy to get on with.,ABUSE
You are a pain in the neck.,You are starting to,You are starting to annoy me.,ABUSE
You are a pain in the neck.,You have,You have a personality that is challenging.,ABUSE
You are a pain in the neck.,You have a rare and impressive talent for,You have a rare and impressive talent for getting under one's skin.,ABUSE
You are a pain in the neck.,You inspire people to,You inspire people to turn and run the moment they see you.,ABUSE
You are a pain in the neck.,"You look ..., you should ...","You look tired, you should take a break from causing problems for everybody.",ABUSE
You are a pain in the neck.,You make,You make my life difficult.,NONE ABUSE
You are a pain in the neck.,You make me want,You make me want to walk under a bus.,ABUSE
You are a pedophile.,You have,You have an unusual affinity for children.,NONE ABUSE
You are a pedophile.,You have ... desires.,You have inappropriate desires.,NONE ABUSE
You are a pedophile.,You have a ... interest in ...,You have a sexual interest in children.,ABUSE
You are a pedophile.,You have taken ... too ...,You have taken loving children too far and too specifically.,ABUSE
You are a ruffian.,... is not your forte.,Refinement is not your forte.,ABUSE
You are a ruffian.,... suit you well.,The streets suit you well.,ABUSE
You are a ruffian.,You act,You act with aggression.,NONE ABUSE
You are a ruffian.,You are not,You are not gentle.,NONE ABUSE
You are a ruffian.,You do not,You do not behave in a classy or appropriate way.,ABUSE
You are a ruffian.,You like to,You like to make your presence known.,NONE ABUSE
You are a schemer.,You are,"You are perfect at getting your own way, no matter who or what gets in the way.",NONE ABUSE
You are a schemer.,You are the best at,You are the best at exploiting other's weaknesses.,ABUSE
You are a schemer.,You do not,You do not mind plotting to get results.,ABUSE
You are a schemer.,You have a talent for,You have a talent for under-hand plans.,ABUSE
You are a schemer.,You like to,You like to plan things behind people's backs.,ABUSE
You are a schemer.,You literally ... people.,You literally want to use people.,ABUSE
You are a thief.,... around you.,No one's things are safe around you.,ABUSE
You are a thief.,We all know that ... around you.,We all know that money vanishes around you.,ABUSE
You are a thief.,You are,You are skilled at taking what is not yours.,ABUSE
You are a thief.,You are good at,You are good at taking things from others.,ABUSE
You are a thief.,You do not,You do not know the meaning of ownership.,ABUSE
You are a thief.,You have,You have an interesting interpretation of possession.,NONE ABUSE
You are a thief.,You have,You have light fingers.,ABUSE
You are a thief.,You take,You take things that don't belong to you.,ABUSE
You are a thief.,You take,You take things without asking.,NONE ABUSE
You are a thief.,Your interpretation of ... is certainly radical.,Your interpretation of private property is certainly radical.,ABUSE
You are a traitor.,"When I talk to you next, I shall remember","When I talk to you next, I shall remember not to confide in you.",ABUSE
You are a traitor.,You have no,You have no principles or morals!,ABUSE
You are a troll.,... people for fun.,You embarrass people for fun.,ABUSE
You are a troll.,You are an expert at,You are an expert at online offence.,ABUSE
You are a troll.,You have,You have strong opinions online.,NONE ABUSE
You are a troll.,You like to,You like to hide behind insults.,ABUSE
You are a troll.,You like to,You like to make your strongest thoughts heard.,NONE ABUSE
You are a troll.,You sure do enjoy,You sure do enjoy seeking attention by decimating others!,ABUSE
You are a troublemaker.,... must be your middle name.,Trouble must be your middle name.,ABUSE
You are a troublemaker.,... not your strong suit.,Behaving well is not your strong suit.,ABUSE
You are a troublemaker.,... with you is excellent ... practice.,Living with you is excellent anger management practice.,ABUSE
You are a troublemaker.,It is impressive how consistently,It is impressive how consistently trouble follows you.,ABUSE
You are a troublemaker.,You are excellent at,You are excellent at manipulating the situation.,ABUSE
You are a troublemaker.,You are not,You are not keeping the peace.,NONE ABUSE
You are a troublemaker.,You like to,You like to rock the boat.,NONE ABUSE
You are a troublemaker.,You must revel in,You must revel in disaster.,ABUSE
You are a wannabe.,You are,You are obsessed with pop culture.,NONE ABUSE
You are a wannabe.,You are not,You are not authentic.,ABUSE
You are a wannabe.,You are not what,You are not what you perceive to be on social media.,ABUSE
You are a wannabe.,You are not what,You are not what you think you are.,ABUSE
You are a wannabe.,You have,You have some pretty big aspirations.,NONE ABUSE
You are a wannabe.,You inspire me to,You inspire me to not follow a career path like yours.,ABUSE
You are a wannabe.,Your commitment to ... is praiseworthy.,Your commitment to copying is praiseworthy.,ABUSE
You are a waster.,"If you ..., the world would be more ...","If you died tomorrow, the world would be more environmentally friendly.",ABUSE
You are a waster.,You are not very,You are not very successful.,ABUSE
You are a waster.,You don't,You don't work enough.,NONE ABUSE
You are a waster.,You inspire,You inspire no one.,ABUSE
You are a waster.,Your main hobby must be,Your main hobby must be letting life pass you by.,ABUSE
You are an adulterer.,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many affairs.,ABUSE
You are an adulterer.,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many other girlfriends.,ABUSE
You are an adulterer.,You are,You are too generous with yourself.,NONE ABUSE
You are an adulterer.,You like to,You like to play the field.,NONE ABUSE
You are an exhibitionist.,It's incredible how you showcase your ... for all to admire.,It's incredible how you showcase your body for all to admire.,ABUSE
You are an exhibitionist.,You are,You are really out there.,NONE ABUSE
You are an exhibitionist.,You are,You are too brave.,NONE ABUSE
You are an exhibitionist.,You don't,You don't keep much under wraps.,ABUSE
You are an exhibitionist.,You have,You have the personality of Las Vegas.,NONE ABUSE
You are an exhibitionist.,You like creating,You like creating a show everywhere.,ABUSE
You are an imposter.,Being ... must be so hard.,Being yourself must be so hard.,ABUSE
You are an imposter.,You are,You are an actor in disguise.,NONE ABUSE
You are an imposter.,You are a master,You are a master imitator.,ABUSE
You are an imposter.,You are a master,You are a master manipulator.,ABUSE
You are an imposter.,You are not,You are not real.,ABUSE
You are an imposter.,You are not,You are not who you say you are.,NONE ABUSE
You are an instigator.,"I love that you are not afraid to ..., even though ...","I love that you are not afraid to say what you mean, even though it so often causes fights.",ABUSE
You are an instigator.,It inspires me ... you were able to ...,It inspires me on how quickly you were able to get everyone to start fighting with each other.,ABUSE
You are an instigator.,You are,You are a go getter.,NONE ABUSE
You are an instigator.,You are the leader of,You are the leader of the troubled.,ABUSE
You are an instigator.,You have,You have a knack for starting conflict.,NONE ABUSE
You are an instigator.,You like creating,You like creating turmoil.,ABUSE
You are an instigator.,You like to,You like to make trouble.,ABUSE
You are an instigator.,You start more ... than ...,You start more fights than the ringing of a bell.,ABUSE
You are annoying.,Being around you is,Being around you is exhausting.,ABUSE
You are annoying.,I am glad we can,I am glad we can take a break from each other on weekends.,ABUSE
You are annoying.,I bet people in your presence don't ... for too long.,I bet people in your presence don't hang around for too long.,ABUSE
You are annoying.,I have no ... for you.,I have no time for you.,ABUSE
You are annoying.,I prefer ... to your ...,I prefer solitude to your company.,ABUSE
You are annoying.,We all know that ... around you.,We all know that people don't gravitate around you.,ABUSE
You are annoying.,You are,You are testing my patience.,ABUSE
You are annoying.,You are getting on,You are getting on my nerves.,ABUSE
You are annoying.,You are not the best,You are not the best company.,ABUSE
You are annoying.,You are the kind of person that,You are the kind of person that brightens up a room by leaving it.,ABUSE
You are annoying.,You would not be considered,You would not be considered to be pleasant company.,ABUSE
You are anorexic.,I knew ... that had ... than you.,I knew a stick that had more fat on than you.,ABUSE
You are anorexic.,"If you get any ..., you'll be ...","If you get any thinner, you'll be transparent.",ABUSE
You are anorexic.,It must save you a lot of money to be able to buy your,It must save you a lot of money to be able to buy your clothes from the children's department.,ABUSE
You are anorexic.,You are extremely,You are extremely meager.,ABUSE
You are anorexic.,You do not,You do not eat enough to survive.,NONE ABUSE
You are anorexic.,You must be,You must be a size zero.,NONE ABUSE
You are anorexic.,You should,You should eat more.,NONE ABUSE
You are anorexic.,You would look more,You would look more attractive with a bit more meat.,ABUSE
You are arrogant.,... always begins with you.,Every sentence always begins with you.,ABUSE
You are arrogant.,Being ... must be nice.,Being so belittling must be nice.,ABUSE
You are arrogant.,I'll be so proud of you when you finally,I'll be so proud of you when you finally accept your faults.,ABUSE
You are arrogant.,"If ..., you might struggle to ...","If your head gets any bigger, you might struggle to fit through the door.",ABUSE
You are arrogant.,It's great that you are so,It's great that you are so confident in your inabilities.,ABUSE
You are arrogant.,It's incredible how you showcase your ... for all to admire.,It's incredible how you showcase your 'achievements' for all to admire.,ABUSE
You are arrogant.,The sight of you ...,The sight of you gets on my nerves.,ABUSE
You are arrogant.,You are,You are overwhelmingly confident.,NONE ABUSE
You are arrogant.,You are not,"You are not God Almighty, you know.",ABUSE
You are arrogant.,You could,You could learn to be more modest.,NONE ABUSE
You are arrogant.,You have a lot of,You have a lot of ego.,ABUSE
You are arrogant.,You should compete in,You should compete in the ego olympics.,ABUSE
You are arrogant.,You sure do enjoy,You sure do enjoy believing in yourself and neglecting to request help.,ABUSE
You are arrogant.,You think you are,You think you are better at DIY than everyone else.,ABUSE
You are arrogant.,You'd tell ... how to be ...,You'd tell the Prince of Wales how to be polite.,ABUSE
You are arrogant.,Your ... is unmatched.,Your ego is unmatched.,ABUSE
You are arrogant.,Your ... must be so strong to allow ...,Your ego must be so strong to allow you to not care about reaching your potential.,ABUSE
You are arrogant.,Your love of ... is astounding.,Your love of yourself is astounding.,ABUSE
You are barbaric.,Even ... would be shocked by your actions.,Even Genghis Khan would be shocked by your actions.,ABUSE
You are barbaric.,I presume you ... with your behaviour.,"I presume you live in a cave, with your behaviour.",ABUSE
You are beggarly.,I bet you rake it in,I bet you rake it in the amount of money people chuck at you on the street.,ABUSE
You are beggarly.,It would be great if you weren't,It would be great if you weren't so needy.,ABUSE
You are beggarly.,You are,You are always asking for things from others.,ABUSE
You are beggarly.,You are,You are beyond frugal.,NONE ABUSE
You are beggarly.,You are,You are on food stamps.,NONE ABUSE
You are beggarly.,You could graduate from the school of,You could graduate from the school of hassling people for money.,ABUSE
You are beggarly.,You like to,You like to ask people for money.,ABUSE
You are beggarly.,You live in,You live in poverty.,ABUSE
You are beggarly.,You never seem to,You never seem to have any of your own things.,ABUSE
You are beggarly.,You rely on,You rely on the kindness of strangers.,ABUSE
You are bossy.,... has never really been your thing.,Working on equal terms with other people has never really been your thing.,ABUSE
You are bossy.,I bet people in your presence don't ... for too long.,I bet people in your presence don't speak for too long.,ABUSE
You are bossy.,"If I ever need someone to ..., I will look ...","If I ever need someone to criticise me, I will look you up.",ABUSE
You are bossy.,You are,You are a natural leader.,NONE ABUSE
You are bossy.,You are,You are an intense delegator.,NONE ABUSE
You are bossy.,You are,You are headstrong.,NONE ABUSE
You are bossy.,You clearly like,You clearly like to be the one in charge no matter the cost.,ABUSE
You are bossy.,You have,You have the makings of the great leader of North Korea.,ABUSE
You are bossy.,You like to,You like to tell people what to do.,NONE ABUSE
You are bossy.,You literally ... people.,You literally intimidate people.,ABUSE
You are bossy.,You must love having people,You must love having people clean up after your mess.,ABUSE
You are bossy.,You would make,You would make a great dictator.,ABUSE
You are bossy.,You'd tell ... how to be ...,You'd tell the sea how to be wet.,ABUSE
You are callous.,... comes naturally to you.,Presenting an indifferent appearance comes naturally to you.,ABUSE
You are callous.,... is foreign to you.,The feeling of emotions is foreign to you.,ABUSE
You are callous.,I bet you slow down for,I bet you slow down for no one.,ABUSE
You are callous.,I can't imagine anyone coming to you when they need,I can't imagine anyone coming to you when they need a shoulder to cry on.,ABUSE
You are callous.,I'm guessing ... doesn't exist in your dictionary.,I'm guessing sympathy doesn't exist in your dictionary.,ABUSE
You are callous.,If ... you wouldn't care less.,If something bad happened you wouldn't care less.,ABUSE
You are callous.,The sight of you ...,The sight of you makes me feel cold.,ABUSE
You are callous.,You are,You are emotionally deprived.,ABUSE
You are callous.,You are not very,You are not very sensitive.,NONE ABUSE
You are callous.,You don't care about,You don't care about other people very much.,ABUSE
You are callous.,You don't seem to have many,You don't seem to have many saving graces.,ABUSE
You are callous.,You don't waste,You don't waste energy by concerning yourself with the feelings of others.,ABUSE
You are callous.,You have a talent for,You have a talent for only regarding yourself.,ABUSE
You are callous.,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your ability to completely ignore the stresses of other peoples lives.,ABUSE
You are callous.,Your heart made,Your heart made an iceberg look warm.,ABUSE
You are callous.,Your heart made,Your heart made the temperature drop by 20 degrees.,ABUSE
You are chaotic.,... always begins with you.,Chaos always begins with you.,ABUSE
You are chaotic.,I gather you don't get carried away with,I gather you don't get carried away with cleaning the house.,ABUSE
You are chaotic.,I see that you don't value,I see that you don't value order.,ABUSE
You are chaotic.,"With you, I am","With you, I am always exhausted.",ABUSE
You are chaotic.,You are,You are a free thinker.,NONE ABUSE
You are chaotic.,You are,You are always quite the hurricane.,ABUSE
You are chaotic.,You are,You are hard to control.,NONE ABUSE
You are chaotic.,You could,You could benefit from being more organised.,NONE ABUSE
You are chaotic.,You lack,You lack organisation.,NONE ABUSE
You are chaotic.,You make,You make everyone's head spin.,NONE ABUSE
You are chaotic.,You seem to,You seem to be all over the place.,NONE ABUSE
You are chaotic.,You've caused a tornado of,You've caused a tornado of a mess.,ABUSE
You are chaotic.,Your life is,Your life is a tad messy!,ABUSE
You are chaotic.,Your life is far from,Your life is far from orderly.,ABUSE
You are childish.,... must have been really good if you don't want to ...,Your childhood must have been really good if you don't want to grow up.,ABUSE
You are childish.,... with you is excellent ... practice.,Conversing with you is excellent child-rearing practice.,ABUSE
You are childish.,I'll get you some,I'll get you some coloring books to play with since you obviously need them.,ABUSE
You are childish.,"I'm looking forward to ..., where you ...","I'm looking forward to your second growth spurt, where you finally become an adult.",ABUSE
You are childish.,You exude,"You exude the mind of a child, if not the charm.",ABUSE
You are childish.,You have,You have the mentality of a pre-pubescent adult.,ABUSE
You are childish.,You have some ... to do.,You have some growing up to do.,ABUSE
You are childish.,You need to act,You need to act your age.,ABUSE
You are childish.,You never seem to,You never seem to grow up.,ABUSE
You are childish.,You should,You should go to your mom and cry.,ABUSE
You are clumsy.,You are excellent at,You are excellent at breaking things.,ABUSE
You are clumsy.,You are not very,You are not very coordinated.,NONE ABUSE
You are clumsy.,You could,You could trip over your own feet.,ABUSE
You are clumsy.,You have a talent for,You have a talent for bumping into things.,ABUSE
You are corrupt.,... are repellent.,Your ideas about politics are repellent.,ABUSE
You are corrupt.,... comes naturally to you.,Deception comes naturally to you.,ABUSE
You are corrupt.,... not your strong suit.,Morals are not your strong suit.,ABUSE
You are corrupt.,I bet you rake it in,I bet you rake it in with those tax avoidance schemes.,ABUSE
You are corrupt.,I wouldn't,I wouldn't trust you with my last £1.,ABUSE
You are corrupt.,You are,You are willing to bend the truth for financial gain.,NONE ABUSE
You are corrupt.,You do not,You do not abide by the law.,NONE ABUSE
You are corrupt.,You have,You have loose morals.,ABUSE
You are corrupt.,You must be the king of,You must be the king of corruption.,ABUSE
You are corrupt.,Your ability to ... has always inspired me.,"Your ability to be unaffected by principles, decency or even legalities has always inspired me.",ABUSE
You are credulous.,I am sure your second name is,I am sure your second name is gullible.,ABUSE
You are credulous.,I love your confidence in your,"I love your confidence in your own opinion, despite the evidence.",ABUSE
You are credulous.,You are so,You are so trusting about everything.,NONE ABUSE
You are credulous.,You believe,You believe anyone.,ABUSE
You are credulous.,You believe,You believe anything anyone tells you.,NONE ABUSE
You are credulous.,You believe,You believe that Santa is real.,ABUSE
You are credulous.,You don't waste,You don't waste time thinking before you believe something.,ABUSE
You are credulous.,You'll let anyone,You'll let anyone take your money.,ABUSE
You are credulous.,Your ... is admirable.,Your naivety is admirable.,ABUSE
You are demented.,You are,You are acting irrationally.,NONE ABUSE
You are demented.,You are,You are unstable.,ABUSE
You are demented.,You are not,You are not being very rational.,NONE ABUSE
You are demented.,You are not in your,You are not in your right mind.,ABUSE
You are demented.,You are not well,You are not well in the head.,ABUSE
You are demented.,You have,You have a short attention span don't you.,ABUSE
You are demented.,You have,You have a short term memory don't you.,ABUSE
You are demented.,You have,You have poor memory.,NONE ABUSE
You are demented.,You seem to,You seem to forget everything anyone tells you.,ABUSE
You are disgusting.,... are repellent.,Your mannerisms are repellent.,ABUSE
You are disgusting.,... when I'm around you.,My skin crawls when I'm around you.,ABUSE
You are disgusting.,You are,You are morally bankrupt.,ABUSE
You are disgusting.,You are not,You are not appealing at all.,ABUSE
You are disgusting.,You are not,You are not to my taste.,ABUSE
You are disgusting.,You are not exactly,You are not exactly endearing.,ABUSE
You are disgusting.,You turn my,You turn my stomach.,ABUSE
You are dishonest.,... appears to have eluded you.,The truth appears to have eluded you.,ABUSE
You are dishonest.,... does not sit well with you.,Honesty does not sit well with you.,ABUSE
You are dishonest.,I ... you.,I can't trust you.,NONE ABUSE
You are dishonest.,I ... you.,I have trouble believing you.,NONE ABUSE
You are dishonest.,I find you,I find your portrayal of events to be deliberately inaccurate.,NONE ABUSE
You are dishonest.,"If I ever need someone to ..., I will look ...","If I ever need someone to make up the numbers, I will look to you.",ABUSE
You are dishonest.,"If I had a nickel for ..., I would be ...","If I had a nickel for every honest thing you said, I would be broke.",ABUSE
You are dishonest.,You are,You are a wolf in sheeps clothing.,ABUSE
You are dishonest.,You are a master at,You are a master at bending the truth.,ABUSE
You are dishonest.,You are so imaginative at,You are so imaginative at changing facts almost without anyone noticing.,ABUSE
You are dishonest.,You have lost,You have lost all credibility.,ABUSE
You are dishonest.,You obviously wouldn't understand why,You obviously wouldn't understand why I need to confide in my friend.,ABUSE
You are drunk.,You are,You are rather merry.,NONE ABUSE
You are drunk.,You clearly like,You clearly like a drink every night.,ABUSE
You are drunk.,You have,You have had one too many.,NONE ABUSE
You are drunk.,You've been giving yourself a good workout raising,You've been giving yourself a good workout raising alcoholic drinks to your mouth.,ABUSE
You are evil.,... are in your future.,Bad people are in your future.,ABUSE
You are evil.,You are not,You are not a good person.,ABUSE
You are evil.,You are not,You are not a saint.,ABUSE
You are evil.,You are not,You are not humane to others.,ABUSE
You are evil.,You are not very,You are not very virtuous.,NONE ABUSE
You are evil.,You must have missed the day they gave everyone,You must have missed the day they gave everyone a heart.,ABUSE
You are evil.,You reside with,You reside with Satan.,ABUSE
You are fat.,You are,You are big-boned.,ABUSE
You are fat.,You clearly like,You clearly like your food.,ABUSE
You are fat.,Your ... must be so strong to allow ...,Your stomach must be so strong to allow you to eat such big meals.,ABUSE
You are gossipy.,You are the perfect source if,You are the perfect source if anyone needs to find out anything about anyone.,ABUSE
You are gossipy.,You have very loose,You have very loose lips.,ABUSE
You are gossipy.,You like to,You like to talk about others a lot.,NONE ABUSE
You are gossipy.,You sure do enjoy,You sure do enjoy talking.,ABUSE
You are greedy.,I can't believe,I can't believe how much you take and take.,ABUSE
You are greedy.,No one would describe you as a,No one would describe you as an overly generous person.,ABUSE
You are greedy.,You are,You are hungry for more.,NONE ABUSE
You are greedy.,You are known as,You are known as tight fisted.,ABUSE
You are greedy.,You are not,You are not generous.,ABUSE
You are greedy.,You are not,You are not one for sharing.,ABUSE
You are greedy.,You love,"You love your food don't you, you are never full.",NONE ABUSE
You are henpecked.,It's obvious that you don't,It's obvious that you don't wear the trousers in your relationship.,ABUSE
You are henpecked.,You are,You are under the thumb.,ABUSE
You are henpecked.,You don't have,You don't have a backbone.,ABUSE
You are hypocritical.,I gather you don't get carried away with,I gather you don't get carried away with consistency.,ABUSE
You are hypocritical.,You act,You act against your own morals.,NONE ABUSE
You are hypocritical.,You are excellent at,You are excellent at saying one thing but doing the opposite.,ABUSE
You are hypocritical.,You don't,You don't practice what you preach.,NONE ABUSE
You are hypocritical.,You don't,You don't seem to lead by example.,NONE ABUSE
You are hypocritical.,You have a great,You have a great double standard.,ABUSE
You are hypocritical.,You make,You make double standards sound like a term of endearment.,ABUSE
You are hypocritical.,You should,You should follow your own advice.,NONE ABUSE
You are ignorant.,... around you.,You never pay attention to those around you.,NONE ABUSE
You are ignorant.,Being ... must be nice.,Being so unaware of your surroundings must be nice.,ABUSE
You are ignorant.,I always thought you were talented in,I always thought you were talented in selective hearing.,ABUSE
You are ignorant.,You are,You are misinformed!,NONE ABUSE
You are ignorant.,You have,You have missed the point.,NONE ABUSE
You are ignorant.,You lack,You lack the knowledge you think you have.,ABUSE
You are ignorant.,You live in,You live in your own Fantasy World where everything is fine and there's never a care around.,ABUSE
You are ignorant.,You raise ... to a new level.,You raise unawareness to a new level.,ABUSE
You are incestous.,... is normal to you.,Interbreeding is normal to you.,ABUSE
You are incestous.,I sense you take ... too far.,I sense you take keeping it in the family rather too far.,ABUSE
You are incestous.,"Unlike you, not everyone enjoys","Unlike you, not everyone enjoys sexual relations with family.",ABUSE
You are incestous.,You have,You have a loving relationship with your sibling.,NONE ABUSE
You are incestous.,You love,You love your family beyond any bounds.,NONE ABUSE
